,hotel_star,hotel_address,reviews_count,quality
286,4,24ruedamsterdam9tharr75009parisfrance,"1,016 reviews",Wonderful 
287,4,29ruevictormass9tharr75009parisfrance,363 reviews,Excellent 
288,4,41ruejeanbaptistepigalle9tharr75009parisfrance,975 reviews,Very Good 
289,4,62ruedesmathurins8tharr75008parisfrance,"1,054 reviews",Very Good 
290,4,ruedecharenton12tharr75012parisfrance,1 review,Wonderful 
291,4,2rueboulard14tharr75014parisfrance,681 reviews,Good 
292,4,55bldrochechouart9tharr75009parisfrance,900 reviews,Excellent 
293,4,7981avenuedumaine14tharr75014parisfrance,"2,216 reviews",Very Good 
294,4,25boulevardaugusteblanqui13tharr75013parisfrance,605 reviews,Good 
295,4,12ruedessaussaies8tharr75008parisfrance,404 reviews,Excellent 
296,4,11ruedastorg8tharr75008parisfrance,132 reviews,Very Good 
297,4,9ruefrochot9tharr75009parisfrance,655 reviews,Excellent 
298,4,85ruedebercy12tharr75012parisfrance,"2,882 reviews",Very Good 
299,4,16ruedelappinire8tharr75008parisfrance,806 reviews,Excellent 
300,4,21ruelavoisier8tharr75008parisfrance,212 reviews,Good 
301,4,17ruedemilan9tharr75009parisfrance,"1,421 reviews",Excellent 
302,4,153ruedevaugirard15tharr75015parisfrance,534 reviews,Very Good 
303,4,150ruedegrenelle7tharr75007parisfrance,"1,074 reviews",Excellent 
304,4,35boulevarddelatourmaubourg7tharr75007parisfrance,685 reviews,Good 
305,4,2rueduperr9tharr75009parisfrance,"1,392 reviews",Pleasant 
306,4,9ruedelige9tharr75009parisfrance,635 reviews,Excellent 
307,4,4ruebervic18tharr75018parisfrance,"1,325 reviews",Very Good 
308,4,41ruedeclichy9tharr75009parisfrance,591 reviews,Excellent 
309,4,21boulevarddeclichy9tharr75009parisfrance,763 reviews,Very Good 
311,4,42ruedorsel18tharr75018parisfrance,553 reviews,Excellent 
312,4,4ruelaboetie8tharr75008parisfrance,"1,708 reviews",Very Good 
313,4,40rueliancourt14tharr75014parisfrance,648 reviews,Very Good 
314,4,12ruedevienne8tharr75008parisfrance,647 reviews,Wonderful 
315,4,62ruesaintdominique7tharr75007parisfrance,512 reviews,Very Good 
316,4,9villadesaxe7tharr75007parisfrance,"1,138 reviews",Excellent 
317,4,79ruesaintdominique7tharr75007parisfrance,277 reviews,Very Good 
318,4,21ruevercingtorix14tharr75014parisfrance,577 reviews,Excellent 
319,4,34ruepierrefontaine9tharr75009parisfrance,"1,310 reviews",Very Good 
320,4,24ruedemiromesnil8tharr75008parisfrance,468 reviews,Very Good 
321,4,65rueblanche9tharr75009parisfrance,"1,048 reviews",Good 
322,4,11placedesaintaugustin8tharr75008parisfrance,395 reviews,Very Good 
325,4,17bisrueamlie7tharr75007parisfrance,487 reviews,Very Good 
326,4,16avenuedetourville7tharr75007parisfrance,391 reviews,Excellent 
327,4,135boulevarddiderot12tharr75012parisfrance,307 reviews,Excellent 
328,4,40rueducommandantrenmouchotte14tharr75014parisfrance,"7,312 reviews",Good 
329,4,2ruedeparme9tharr75009parisfrance,"1,561 reviews",Excellent 
330,4,7ruedargenson8tharr75008parisfrance,838 reviews,Very Good 
331,4,7ruedeparme9tharr75009parisfrance,846 reviews,Very Good 
332,4,68boulevarddeclichy18tharr75018parisfrance,"1,038 reviews",Very Good 
333,4,29avenuedetourville7tharr75007parisfrance,732 reviews,Excellent 
334,4,30rueballu9tharr75009parisfrance,495 reviews,Wonderful 
335,4,25avenuedugeneralleclerc14tharr75014parisfrance,"1,594 reviews",Good 
336,4,12ruedeparme9tharr75009parisfrance,"1,503 reviews",Excellent 
337,4,24boulevardpasteur15tharr75015parisfrance,876 reviews,Excellent 
338,4,72boulevarddeclichy18tharr75018parisfrance,225 reviews,Very Good 
339,4,14rueandredelsarte18tharr75018parisfrance,111 reviews,Exceptional 
340,4,132boulevardhaussmann8tharr75008parisfrance,"1,291 reviews",Excellent 
341,4,2rueduvivier7tharr75007parisfrance,48 reviews,Wonderful 
342,4,3ruedeponthieu8tharr75008parisfrance,623 reviews,Excellent 
343,4,37avenuedelamottepicquet7tharr75007parisfrance,438 reviews,Wonderful 
344,4,5ruedeponthieu8tharr75008parisfrance,793 reviews,Good 
345,4,34ruejeanmermoz8tharr75008parisfrance,197 reviews,Very Good 
346,4,30ruejeanmermoz8tharr75008parisfrance,146 reviews,Wonderful 
347,4,10rueduchampdemars7tharr75007parisfrance,667 reviews,Very Good 
348,4,3ruelepic18tharr75018parisfrance,980 reviews,Very Good 
349,4,17rueducotentin15tharr75015parisfrance,"1,696 reviews",Very Good 
350,4,21ruejeanmermoz8tharr75008parisfrance,34 reviews,Very Good 
351,4,10ruedeponthieu8tharr75008parisfrance,583 reviews,Excellent 
352,4,209211ruedecharenton12tharr75012parisfrance,"2,126 reviews",Very Good 
353,4,77avenuebosquet7tharr75007parisfrance,"1,175 reviews",Excellent 
354,4,15passageruelle18tharr75018parisfrance,999 reviews,Good 
355,4,16ruededimbourg8tharr75008parisfrance,561 reviews,Excellent 
356,4,3ruearistidebruant18tharr75018parisfrance,390 reviews,Wonderful 
357,4,15ruedeconstantinople8tharr75008parisfrance,"1,725 reviews",Very Good 
358,4,ruelabotie8tharr75008parisfrance,2 reviews,Pleasant 
359,4,34ruedemoscou8tharr75008parisfrance,"1,193 reviews",Excellent 
360,4,4rueniepce14tharr75014parisfrance,128 reviews,Excellent 
361,4,111avenuedelabourdonnais7tharr75007parisfrance,"1,179 reviews",Excellent 
362,4,6rueconstance18tharr75018parisfrance,835 reviews,Wonderful 
363,4,129131boulevardhaussmann8tharr75008parisfrance,440 reviews,Very Good 
364,4,24ruedeponthieu8tharr75008parisfrance,"1,586 reviews",Good 
365,4,55rueboussingault13tharr75013parisfrance,708 reviews,Excellent 
366,4,5ruetholoze18tharr75018parisfrance,"2,149 reviews",Exceptional 
367,4,30ruepernety14tharr75014parisfrance,935 reviews,Very Good 
368,4,16ruetholoz18tharr75018parisfrance,"1,325 reviews",Excellent 
