,hotel_star,hotel_address,reviews_count,quality
86,4,mallorca178eixample08036barcelonaspain,"1,187 reviews",Wonderful 
87,4,provenza195eixample08008barcelonaspain,"1,193 reviews",Very Good 
88,4,ample1plaaducdemedinaceliciutatvella08002barcelonaspain,886 reviews,Excellent 
89,4,passeigcolom12ciutatvella08002barcelonaspain,"1,815 reviews",Excellent 
90,4,enricgranados6264eixample08008barcelonaspain,"1,591 reviews",Excellent 
91,4,npols116eixample08013barcelonaspain,"1,822 reviews",Very Good 
92,4,pauclaris179eixample08037barcelonaspain,"1,468 reviews",Wonderful 
93,4,enriquegranados83eixample08008barcelonaspain,"1,107 reviews",Excellent 
94,4,ducdemedinaceli8ciutatvella08002barcelonaspain,784 reviews,Very Good 
95,4,rossell249eixample08008barcelonaspain,"1,322 reviews",Excellent 
98,4,rondasantpau14ciutatvella08001barcelonaspain,953 reviews,Very Good 
99,4,roselln174176eixample08036barcelonaspain,"1,334 reviews",Very Good 
100,4,414avingudadiagonaleixample08037barcelonaspain,"1,878 reviews",Excellent 
101,4,pasdesotamuralla9ciutatvella08003barcelonaspain,"1,515 reviews",Excellent 
102,4,balmes142146eixample08008barcelonaspain,"1,694 reviews",Very Good 
103,4,rossello191eixample08036barcelonaspain,573 reviews,Very Good 
104,4,avingudaparallel7678ciutatvella08001barcelonaspain,"2,038 reviews",Very Good 
105,4,avenidaparalelo5759santsmontjuc08004barcelonaspain,"2,377 reviews",Very Good 
106,4,girona158eixample08037barcelonaspain,"1,061 reviews",Excellent 
107,4,344carrerdecrsegaeixample08037barcelonaspain,"2,368 reviews",Wonderful 
108,4,crcega368eixample08037barcelonaspain,"1,194 reviews",Very Good 
109,4,corcega255eixample08036barcelonaspain,"1,178 reviews",Very Good 
110,4,calabria9092eixample08015barcelonaspain,"1,516 reviews",Very Good 
111,4,passeigdegrcia115grcia08008barcelonaspain,915 reviews,Wonderful 
112,4,calabria115117eixample08015barcelonaspain,"1,080 reviews",Excellent 
113,4,comteborrell208eixample08029barcelonaspain,"1,526 reviews",Good 
114,4,avenidaroma9395eixample08029barcelonaspain,"1,681 reviews",Very Good 
115,4,comtedurgell194eixample08036barcelonaspain,511 reviews,Very Good 
116,4,parallel115santsmontjuc08004barcelonaspain,"1,233 reviews",Very Good 
117,4,viaaugusta508006barcelonaspain,953 reviews,Very Good 
118,4,palaudries26santsmontjuc08004barcelonaspain,"2,155 reviews",Very Good 
119,4,23carrerdecamprodongrcia08012barcelonaspain,51 reviews,Very Good 
120,4,conselldecent498500eixample08013barcelonaspain,"1,237 reviews",Very Good 
121,4,noudelarambla174santsmontjuc08004barcelonaspain,590 reviews,Wonderful 
123,4,sicilia255eixample08025barcelonaspain,"1,171 reviews",Excellent 
124,4,muntaner212eixample08036barcelonaspain,"1,017 reviews",Very Good 
125,4,avenidadiagonal568sarristgervasi08021barcelonaspain,"2,164 reviews",Very Good 
126,4,vilamari3436eixample08015barcelonaspain,466 reviews,Very Good 
